campaign_id,channel,cost,conversions,date
10076,TikTok,2063.85,259,2023-11-12
10077,Instagram,4495.45,408,2024-09-13
10078,Instagram,4585.34,37,2024-11-05
10079,Email,4994.62,459,2024-05-16
10080,TikTok,862.69,55,2023-08-10
10081,TikTok,4903.65,260,2023-05-10
10082,Instagram,303.4,304,2023-11-29
10083,Instagram,4397.67,484,2023-12-26
10084,Email,170.57,491,2023-10-14
10085,Facebook,152.52,11,2024-08-21
10086,Email,1345.39,418,2023-05-19
10087,TikTok,2704.04,214,2024-07-25
10088,Instagram,4885.76,109,2023-06-08
10089,Google,2776.82,206,2024-05-14
10090,Instagram,4891.99,170,2023-07-26
10091,Facebook,3466.28,15,2024-04-07
10092,Google,1898.11,169,2023-12-28
10093,TikTok,3781.52,349,2024-06-02
10094,Facebook,1436.94,363,2024-05-31
10095,TikTok,3692.0,81,2024-06-22
10096,TikTok,2364.15,232,2024-08-06
10097,Facebook,4672.66,472,2024-11-14
10098,Email,1163.44,345,2023-10-19
10099,Instagram,4156.74,233,2023-06-05
10100,Facebook,4126.96,303,2024-04-11
10101,Email,271.11,308,2024-11-13
10102,Email,3104.79,451,2023-07-27
10103,Email,4446.21,424,2023-10-13
10104,TikTok,2868.68,147,2024-02-09
10105,TikTok,4684.3,152,2023-11-19
10106,Instagram,2304.62,69,2023-05-04
10107,Instagram,316.6,187,2023-04-24
10108,Email,326.89,304,2023-11-12
10109,Google,4620.02,359,2024-10-31
10110,TikTok,1338.59,376,2023-01-07
10111,Google,2491.66,86,2023-07-04
10112,Google,547.26,198,2024-09-07
10113,TikTok,2591.64,374,2023-12-18
10114,Facebook,3235.13,402,2024-05-10
10115,Facebook,4784.75,11,2023-11-09
10116,Instagram,3190.59,60,2023-05-09
10117,Google,1916.29,233,2024-11-02
10118,Facebook,1886.26,334,2023-06-13
10119,Instagram,1378.64,285,2024-06-16
10120,Google,1813.01,441,2024-10-17
10121,Facebook,1373.79,69,2024-05-03
10122,Facebook,3070.65,62,2024-05-09
10123,Facebook,179.17,427,2024-10-28
10124,Email,740.02,177,2024-10-07
10125,Instagram,3149.73,485,2023-09-17
10126,Instagram,3098.43,413,2023-08-16
10127,Google,598.14,49,2024-07-26
10128,Instagram,2549.96,245,2023-11-07
10129,TikTok,4694.79,160,2024-07-28
10130,Facebook,1752.61,350,2023-03-09
10131,Email,3650.46,421,2024-09-06
10132,Facebook,4003.29,447,2024-09-18
10133,Google,406.7,68,2023-07-23
10134,TikTok,4900.61,95,2023-11-07
10135,Instagram,3110.24,308,2024-09-01
10136,Facebook,901.84,368,2023-02-24
10137,Facebook,635.87,18,2023-01-21
10138,Instagram,3347.59,348,2023-12-12
10139,Instagram,3537.52,440,2023-05-22
10140,Google,1371.45,460,2023-09-04
10141,Facebook,652.22,200,2024-11-02
10142,TikTok,2313.37,377,2023-10-23
10143,Instagram,900.16,198,2023-08-21
10144,Google,1515.84,41,2024-08-13
10145,Email,3307.17,325,2023-07-06
10146,Facebook,3092.56,196,2024-02-24
10147,Facebook,3514.36,239,2023-04-05
10148,Facebook,3816.89,171,2024-01-12
10149,Facebook,2318.31,237,2023-03-06
10150,Google,4482.34,21,2023-02-13
10151,Facebook,1360.86,151,2024-04-19
10152,Google,1628.86,249,2023-06-09
10153,Google,474.95,406,2023-08-25
10154,Email,2295.66,56,2024-07-07
10155,TikTok,1211.47,366,2023-03-26
10156,Facebook,2555.12,301,2024-06-18
10157,Email,2396.9,481,2023-08-03
10158,Instagram,4411.25,48,2024-07-10
10159,Email,1381.85,89,2023-05-20
10160,Email,116.64,359,2024-10-22
10161,Facebook,4548.69,116,2024-06-11
10162,Email,3826.11,114,2024-02-23
10163,Facebook,2966.74,100,2023-05-01
10164,Instagram,2881.6,144,2024-01-11
10165,Instagram,291.76,498,2023-01-23
10166,Instagram,1785.87,442,2024-01-23
10167,Facebook,4147.97,54,2023-11-20
10168,Google,1083.12,19,2024-07-29
10169,Facebook,4243.71,480,2024-09-01
10170,Email,3293.23,482,2023-01-21
10171,Email,1309.81,324,2023-09-06
10172,TikTok,4224.8,62,2023-06-08
10173,Instagram,3413.21,132,2024-09-16
10174,Instagram,854.82,290,2023-10-28
10175,TikTok,398.24,345,2023-02-11
10176,Google,2983.86,376,2024-07-12
10177,Email,4111.94,135,2024-02-03
10178,TikTok,3591.45,211,2023-05-17
10179,TikTok,1805.76,399,2024-04-06
10180,Google,2085.05,334,2024-08-04
10181,Google,193.63,498,2024-11-07
10182,Email,3769.39,193,2023-01-15
10183,Instagram,943.71,42,2024-01-02
10184,Email,3977.65,477,2024-04-11
10185,Instagram,1398.85,465,2023-08-21
10186,TikTok,1043.52,42,2023-08-22
10187,Google,4003.98,420,2023-09-16
10188,TikTok,610.9,358,2023-10-28
10189,Facebook,2368.36,66,2024-09-13
10190,Email,4867.23,292,2023-11-12
10191,Email,3353.88,41,2024-10-07
10192,TikTok,3807.91,360,2024-10-14
10193,Google,2068.51,209,2023-05-21
10194,Facebook,4720.91,233,2024-04-13
10195,Instagram,1655.97,474,2024-01-22
10196,Google,659.91,319,2024-10-23
10197,Instagram,424.47,299,2023-02-22
10198,Facebook,1461.02,49,2024-03-08
10199,Google,2285.17,318,2024-01-22
10200,TikTok,1036.38,136,2024-06-07
10201,Email,1110.64,311,2024-10-30
10202,Instagram,4091.79,420,2024-04-09
10203,Google,4219.53,181,2024-01-08
10204,Email,1998.57,254,2023-04-23
10205,TikTok,1402.56,169,2023-12-10
10206,Email,4811.38,395,2024-06-30
10207,Facebook,3269.51,393,2024-09-04
10208,Google,1598.67,371,2024-07-22
10209,Google,4857.74,38,2023-06-23
10210,Email,4977.07,50,2023-05-22
10211,TikTok,1980.3,206,2023-05-18
10212,Google,4176.67,323,2023-03-29
10213,TikTok,4440.35,489,2023-11-18
10214,Facebook,4827.66,418,2023-01-16
10215,Email,2540.81,196,2024-10-10
10216,Google,3190.7,26,2023-12-02
10217,Facebook,4077.17,15,2023-03-26
10218,Email,4031.27,8,2023-06-24
10219,TikTok,1045.16,229,2024-05-02
10220,Instagram,3607.62,439,2023-10-22
10221,Instagram,2052.96,126,2024-03-01
10222,Instagram,1254.75,370,2024-04-30
10223,TikTok,3432.94,268,2023-08-14
10224,Google,4511.97,275,2023-06-29
10225,TikTok,4607.25,49,2024-05-17
10226,Instagram,4150.47,399,2024-10-21
10227,Google,3610.85,54,2024-09-17
10228,Email,1787.64,125,2024-05-22
10229,TikTok,3854.25,391,2024-11-07
10230,Instagram,237.19,312,2023-11-02
10231,TikTok,1822.32,162,2023-08-03
10232,Google,1380.06,334,2024-11-28
10233,Facebook,1749.17,463,2024-07-14
10234,TikTok,4179.43,389,2023-10-09
10235,Email,2375.91,282,2023-09-03
10236,Google,4859.86,191,2024-03-17
10237,Email,2978.61,344,2024-01-18
10238,Facebook,4488.75,295,2024-06-25
10239,Email,3807.84,401,2023-01-22
10240,Facebook,3283.24,255,2024-07-12
10241,Google,1718.34,397,2024-03-19
10242,Facebook,4361.9,393,2023-09-25
10243,TikTok,283.67,351,2024-10-29
10244,Google,4551.42,250,2024-09-21
10245,TikTok,4506.22,59,2024-06-04
10246,Facebook,2386.56,1,2024-04-22
10247,Instagram,4129.48,366,2024-11-28
10248,Email,1989.71,386,2024-11-30
10249,Email,707.66,429,2023-09-05
10250,Google,1180.0,160,2023-07-02
10251,Google,4900.73,82,2024-04-07
10252,Facebook,1918.93,175,2024-11-11
10253,Facebook,3908.14,296,2023-02-26
10254,Facebook,4124.73,58,2023-05-18
10255,Email,394.99,417,2023-01-29
10256,Instagram,4514.39,295,2023-06-17
10257,Facebook,472.87,489,2023-07-15
10258,TikTok,3949.04,302,2023-07-26
10259,Email,3876.71,129,2023-06-01
10260,TikTok,66.84,259,2024-11-25
10261,Email,182.08,351,2024-03-10
10262,Facebook,2345.13,494,2024-06-10
10263,Instagram,2062.09,242,2023-01-14
10264,TikTok,4398.51,93,2023-07-27
10265,Google,2106.2,135,2024-01-30
10266,TikTok,252.75,160,2024-08-21
10267,Instagram,2437.29,97,2024-11-05
10268,Email,572.72,12,2024-11-04
10269,Instagram,4789.13,160,2024-09-12
10270,Google,818.91,312,2024-09-08
10271,TikTok,4686.68,361,2023-08-13
10272,Email,2757.49,5,2024-03-05
10273,Email,428.91,12,2023-11-18
10274,Email,4048.82,219,2024-08-26
10275,Facebook,1658.61,444,2024-03-07
10276,TikTok,686.08,116,2024-09-13
10277,TikTok,3399.76,456,2024-11-25
10278,Facebook,3953.21,385,2023-06-30
10279,Instagram,393.52,374,2024-03-15
10280,Google,1507.76,364,2024-11-06
10281,Email,4065.62,168,2023-02-05
10282,Google,1842.68,1,2024-02-27
10283,Instagram,3457.73,100,2024-10-25
10284,Instagram,1022.5,272,2023-01-01
10285,Facebook,316.11,212,2024-01-31
10286,Email,1817.86,341,2023-07-02
10287,TikTok,2253.88,297,2024-09-06
10288,Instagram,624.04,132,2024-01-14
10289,Instagram,1485.76,153,2023-12-01
10290,Facebook,653.09,282,2023-12-07
10291,Google,2762.78,454,2023-05-21
10292,TikTok,3575.0,102,2023-06-18
10293,Email,2567.18,83,2024-04-27
10294,Google,2008.73,72,2023-09-09
10295,Google,3200.87,393,2023-06-26
10296,TikTok,1539.08,376,2023-11-15
10297,TikTok,1009.37,447,2023-04-30
10298,Email,2776.21,191,2023-09-18
10299,Instagram,3256.75,39,2024-07-15
10300,TikTok,2263.76,123,2023-10-16
10301,Email,3674.5,341,2023-04-10
10302,TikTok,4755.09,154,2024-07-25
10303,Google,3632.71,233,2024-05-08
10304,Google,2844.98,340,2023-06-01
10305,Facebook,133.88,353,2023-10-12
10306,TikTok,1452.18,323,2023-01-11
10307,Instagram,753.25,253,2024-02-17
10308,Facebook,1201.59,269,2023-11-09
10309,Instagram,3959.39,419,2024-06-29
10310,Email,2796.43,252,2024-10-17
10311,Google,950.66,209,2024-03-22
10312,Email,3519.06,449,2023-06-09
10313,TikTok,673.23,133,2023-06-12
10314,TikTok,225.52,333,2024-01-17
10315,Email,1297.86,206,2024-10-10
10316,TikTok,3262.97,144,2023-06-22
10317,TikTok,225.53,234,2023-08-13
10318,Google,4271.2,308,2024-05-15
10319,Email,1045.43,362,2023-05-10
10320,Instagram,2182.88,135,2024-07-17
10321,Facebook,4301.01,460,2024-05-21
10322,Facebook,4692.05,366,2024-04-28
10323,TikTok,337.31,108,2024-04-02
10324,Facebook,2557.88,68,2024-05-02
10325,Facebook,1211.06,353,2024-01-18
10326,TikTok,1695.76,23,2023-01-22
10327,Google,491.49,55,2023-06-05
10328,Facebook,4896.55,160,2023-07-13
10329,Instagram,1206.22,44,2023-09-06
10330,Email,4631.37,274,2023-09-03
10331,Email,1687.15,273,2023-07-05
10332,Facebook,4671.97,294,2024-05-10
10333,Facebook,605.28,221,2024-10-22
10334,TikTok,3508.04,239,2024-11-30
10335,Instagram,406.66,308,2023-03-02
10336,Google,3164.66,373,2024-08-11
10337,Facebook,1224.44,386,2023-07-21
10338,Facebook,4694.4,291,2023-08-17
10339,Instagram,4961.24,301,2024-07-27
10340,Google,503.42,214,2023-04-27
10341,Facebook,4426.98,95,2023-06-15
10342,Email,1665.26,208,2023-10-01
10343,Instagram,479.06,61,2023-10-05
10344,Email,1831.03,468,2024-02-12
10345,Instagram,630.9,135,2023-03-01
10346,TikTok,2059.79,276,2024-04-25
10347,Facebook,554.66,431,2023-07-06
10348,Instagram,1312.61,267,2023-03-18
10349,Email,3741.01,300,2023-10-02
10350,Instagram,3113.22,348,2024-04-01
10351,Facebook,4197.39,395,2023-05-06
10352,Google,1614.24,349,2023-03-30
10353,Facebook,983.71,437,2023-12-24
10354,Email,1425.22,164,2023-03-26
10355,TikTok,730.11,168,2023-03-02
10356,Google,2418.34,22,2024-10-30
10357,Email,1198.08,431,2024-03-26
10358,Instagram,4676.05,231,2023-04-15
10359,Facebook,1884.67,371,2024-04-13
10360,Instagram,3275.1,41,2023-10-22
10361,Email,4836.48,224,2023-11-05
10362,Instagram,3474.42,353,2024-07-06
10363,Google,1686.62,80,2023-07-15
10364,TikTok,3870.91,82,2024-03-22
10365,Google,2002.97,470,2023-05-03
10366,TikTok,1469.62,433,2024-09-13
10367,TikTok,3422.13,242,2024-08-22
10368,Facebook,4160.08,198,2024-08-23
10369,Instagram,3880.78,133,2023-08-09
10370,Email,4142.51,272,2024-04-29
10371,Instagram,1254.97,419,2024-08-04
10372,Instagram,2804.66,222,2023-08-23
10373,TikTok,2385.27,218,2023-03-20
10374,Instagram,1569.01,269,2024-10-05
10375,Email,651.38,133,2023-12-10
10376,Email,886.26,207,2023-02-12
10377,Google,2635.69,494,2024-08-28
10378,TikTok,4453.67,110,2023-01-05
10379,Instagram,1237.41,216,2024-08-08
10380,TikTok,3599.67,338,2024-02-29
10381,TikTok,460.96,452,2023-05-15
10382,Instagram,3389.35,381,2024-05-03
10383,Instagram,3273.01,448,2024-06-05
10384,TikTok,1112.43,256,2023-12-27
10385,TikTok,549.74,86,2023-11-14
10386,Google,929.58,253,2023-09-02
10387,Email,4074.36,272,2024-11-09
10388,Email,2105.32,433,2024-11-27
10389,Email,4519.3,184,2024-07-30
10390,Email,3306.36,169,2024-01-22
10391,Instagram,2040.17,202,2023-09-13
10392,Instagram,3660.77,83,2023-02-01
10393,TikTok,4512.53,86,2024-11-01
10394,Facebook,4447.3,242,2024-06-18
10395,Google,3254.46,404,2024-07-28
10396,Instagram,3708.97,141,2023-08-08
10397,TikTok,4849.11,163,2024-01-09
10398,Instagram,4644.36,464,2023-01-02
10399,Facebook,3406.45,249,2024-02-27
10400,Facebook,4561.49,477,2023-11-05
10401,TikTok,2586.38,434,2024-08-30
10402,Email,3462.09,59,2023-02-19
10403,Instagram,577.47,245,2024-02-17
10404,Instagram,2584.51,204,2023-05-21
10405,Instagram,4586.66,336,2023-04-22
10406,Facebook,3748.07,399,2024-05-16
10407,TikTok,2143.08,3,2023-04-04
10408,Facebook,1052.7,24,2023-01-31
10409,Instagram,4273.7,78,2023-07-25
10410,TikTok,2467.63,406,2023-11-29
10411,Instagram,3682.66,29,2023-12-11
10412,Google,895.79,444,2024-03-23
10413,Facebook,2576.76,364,2024-02-29
10414,Google,2947.46,80,2023-09-28
10415,Instagram,2288.45,223,2024-03-10
10416,TikTok,2331.3,323,2023-06-19
10417,Facebook,4361.61,372,2024-11-25
10418,Email,4472.97,294,2023-08-23
10419,TikTok,303.93,306,2023-05-29
10420,Facebook,211.14,154,2023-04-24
10421,Email,3476.83,306,2023-01-03
10422,TikTok,4273.0,162,2023-10-22
10423,Email,4154.22,31,2023-02-19
10424,TikTok,500.34,126,2024-03-28
10425,Google,3653.61,177,2024-10-12
10426,Facebook,810.94,390,2024-04-11
10427,TikTok,4810.51,100,2024-02-03
10428,TikTok,2520.76,393,2024-03-17
10429,Email,4954.51,255,2023-11-05
10430,Email,3574.71,87,2024-05-27
10431,Google,1845.82,89,2024-07-03
10432,Google,4861.68,102,2024-04-27
10433,Facebook,2004.07,382,2023-04-11
10434,TikTok,1854.75,417,2023-10-06
10435,TikTok,3460.6,386,2024-11-11
10436,Email,527.32,436,2023-10-06
10437,Email,3074.0,313,2024-10-19
10438,Instagram,1100.2,29,2023-11-19
10439,Instagram,105.31,261,2024-05-26
10440,Instagram,1441.47,370,2023-06-09
10441,Email,997.22,419,2024-01-08
10442,Email,482.34,496,2024-08-24
10443,Google,927.97,491,2023-11-25
10444,Instagram,4450.34,156,2023-12-03
10445,Google,3037.03,56,2024-08-29
10446,Google,2978.39,380,2023-08-23
10447,Google,2844.39,423,2024-08-21
10448,Google,2535.16,204,2023-01-23
10449,TikTok,378.39,195,2024-03-24
10450,Instagram,4765.47,119,2023-02-21
10451,Google,3340.1,497,2023-04-30
10452,Instagram,1862.13,406,2024-02-17
10453,TikTok,4289.95,57,2023-06-11
10454,Facebook,3021.96,314,2024-10-11
10455,Email,4278.92,26,2023-06-25
10456,Instagram,1352.36,157,2023-09-27
10457,Email,1612.21,274,2023-03-21
10458,Facebook,4241.75,171,2024-05-02
10459,TikTok,2561.22,293,2024-01-31
10460,Instagram,1067.54,301,2024-07-16
10461,Facebook,618.39,369,2023-07-09
10462,TikTok,1921.24,229,2023-02-03
10463,TikTok,2464.95,42,2024-08-17
10464,Email,808.89,469,2024-08-09
10465,Instagram,2743.81,324,2023-05-11
10466,TikTok,263.06,491,2024-06-24
10467,Email,4257.67,357,2024-02-17
10468,Google,4634.6,340,2023-01-20
10469,TikTok,3997.54,108,2023-09-25
10470,TikTok,4633.04,262,2024-02-14
10471,Instagram,3167.89,162,2024-08-24
10472,Google,3872.04,235,2023-08-03
10473,Instagram,3164.42,27,2024-09-20
10474,Facebook,4387.52,31,2024-11-01
10475,TikTok,2558.03,354,2023-11-22
10476,Facebook,1877.47,69,2023-03-23
10477,Facebook,2625.17,145,2023-01-25
10478,Email,2612.89,202,2023-01-26
10479,Email,4255.86,282,2024-02-25
10480,TikTok,1882.29,363,2023-12-16
10481,Email,490.7,29,2023-07-05
10482,Google,4030.84,139,2023-08-03
10483,Email,2876.27,162,2023-12-21
10484,Instagram,670.46,477,2023-04-28
10485,Email,2238.05,246,2024-06-01
10486,Email,2390.64,444,2024-01-23
10487,Instagram,2943.78,359,2023-05-28
10488,Instagram,3124.46,439,2023-04-04
10489,Facebook,1222.91,327,2024-01-23
10490,Email,4225.21,454,2023-06-23
10491,Instagram,4209.6,472,2023-02-20
10492,Google,4763.37,488,2023-11-24
10493,Email,4714.41,485,2024-05-19
10494,Google,3066.72,113,2024-03-09
10495,Email,2568.63,266,2024-05-23
10496,Instagram,208.71,100,2024-04-12
10497,Facebook,4175.59,454,2023-02-15
10498,TikTok,4365.49,244,2023-06-11
10499,Email,2910.51,160,2023-09-01
10500,Google,1722.43,274,2024-05-25
10501,TikTok,1312.0,285,2024-02-04
10502,Email,1458.47,479,2024-06-22
10503,TikTok,336.29,261,2023-05-22
10504,Email,3195.89,87,2024-06-08
10505,TikTok,4458.19,4,2024-03-15
10506,Google,1562.41,33,2024-07-16
10507,Google,1074.03,260,2024-03-22
10508,Google,1980.84,493,2024-11-18
10509,TikTok,4217.09,441,2023-12-23
10510,Facebook,3894.7,498,2024-11-22
10511,Facebook,2630.07,81,2023-09-14
10512,Google,1889.13,310,2023-12-13
10513,Facebook,1409.14,357,2023-11-30
10514,Email,738.91,35,2024-08-09
10515,Facebook,3988.26,495,2024-06-03
10516,Google,3630.45,489,2024-09-17
10517,Email,2298.58,220,2023-04-15
10518,Facebook,1989.01,318,2024-03-17
10519,Email,371.94,391,2023-01-15
10520,Facebook,2088.95,83,2024-07-07
10521,Email,2124.63,49,2024-11-04
10522,Instagram,4982.3,290,2023-01-10
10523,Facebook,3252.43,8,2024-07-31
10524,Email,784.34,207,2023-08-29
10525,Email,844.81,427,2024-05-10
10526,Instagram,3598.36,184,2024-03-11
10527,Google,3179.8,462,2023-06-08
10528,TikTok,2454.4,359,2023-03-28
10529,Facebook,1791.08,289,2024-05-10
10530,Google,1316.67,421,2023-01-16
10531,Facebook,1929.91,180,2023-03-03
10532,Instagram,2698.95,434,2024-03-14
10533,TikTok,3355.87,83,2023-05-17
10534,Google,1351.97,343,2024-10-10
10535,Facebook,4574.43,96,2023-07-01
10536,Email,3578.3,248,2023-10-05
10537,Email,4333.1,393,2023-11-02
10538,Email,707.3,274,2023-08-22
10539,TikTok,3145.97,52,2024-09-01
10540,Instagram,3676.72,476,2024-10-21
10541,Instagram,1834.92,358,2024-11-02
10542,Google,2705.98,83,2023-03-31
10543,Facebook,628.21,284,2024-03-28
10544,Instagram,3649.29,289,2023-07-10
10545,Google,2431.09,272,2023-02-18
10546,Google,4657.85,150,2024-03-15
10547,Instagram,3044.86,368,2023-02-28
10548,Email,3655.38,26,2023-02-26
10549,Instagram,2456.05,38,2023-12-10
10550,Instagram,1691.27,490,2023-09-23
10551,Email,3752.75,344,2024-01-06
10552,TikTok,2456.57,384,2024-01-04
10553,TikTok,2189.7,142,2023-03-25
10554,TikTok,2683.32,384,2023-07-27
10555,Instagram,3152.16,241,2023-03-02
10556,Instagram,220.96,74,2024-08-17
10557,TikTok,2090.52,468,2023-01-23
10558,TikTok,2156.81,363,2024-04-25
10559,Email,2946.11,70,2023-07-30
10560,Google,4670.22,145,2024-05-01
10561,Google,1389.89,206,2023-11-20
10562,Facebook,4382.38,75,2023-11-11
10563,Google,591.56,379,2024-02-23
10564,Email,947.21,387,2024-09-01
10565,Email,2123.71,372,2023-09-15
10566,Instagram,3068.9,336,2023-08-10
10567,Google,3672.48,123,2024-02-24
10568,Instagram,2275.49,81,2024-11-28
10569,Email,4465.69,39,2024-10-13
10570,Google,1127.46,361,2023-06-11
10571,Google,3692.16,436,2023-10-31
10572,Facebook,1412.4,468,2023-07-06
10573,Google,158.15,377,2023-06-08
10574,Email,3509.41,435,2023-01-03
10575,Instagram,639.54,301,2024-01-19
10576,Instagram,4013.9,496,2023-03-11
10577,Instagram,3714.41,302,2023-10-11
10578,Facebook,3655.61,61,2024-10-01
10579,Email,3152.24,85,2024-11-13
10580,Google,3812.65,337,2024-10-08
10581,Facebook,4153.58,406,2024-11-18
10582,TikTok,1487.18,127,2023-12-25
10583,Google,512.63,217,2023-02-27
10584,Instagram,2180.73,202,2024-08-24
10585,Facebook,2389.49,312,2024-03-02
10586,Google,2101.18,43,2023-09-23
10587,Email,3576.1,100,2024-08-19
10588,Google,4802.25,254,2024-04-14
10589,Instagram,974.85,94,2023-08-29
10590,TikTok,2231.4,8,2023-08-10
10591,TikTok,2009.58,165,2023-06-02
10592,Email,4866.68,350,2023-09-12
10593,TikTok,692.76,247,2024-07-16
10594,Facebook,3869.01,362,2024-10-21
10595,Google,2207.04,170,2023-09-18
10596,TikTok,2460.33,163,2024-09-03
10597,Google,539.26,305,2023-07-02
10598,Email,2114.71,108,2023-03-10
10599,Google,3477.15,167,2024-08-02
10600,Google,556.75,373,2023-07-19
10601,Email,4310.27,461,2023-01-12
10602,Instagram,1508.99,213,2023-10-04
10603,Email,570.73,499,2023-06-12
10604,Instagram,900.88,100,2023-12-22
10605,Instagram,2759.88,98,2024-03-16
10606,Facebook,4787.67,70,2024-05-23
10607,TikTok,4834.93,439,2024-01-17
10608,Facebook,2532.05,394,2023-08-17
10609,Instagram,3608.71,449,2023-07-28
10610,TikTok,4272.58,50,2024-01-08
10611,Instagram,4590.38,312,2023-01-17
10612,Facebook,1627.54,185,2024-09-21
10613,Facebook,2572.52,256,2023-02-22
10614,Google,4596.07,1,2023-12-07
10615,Google,4914.6,29,2024-01-18
10616,Facebook,4035.25,230,2024-08-08
10617,Google,1983.29,415,2024-10-23
10618,Instagram,3862.3,299,2023-11-20
10619,Instagram,4264.19,82,2023-09-01
10620,Email,2275.22,88,2024-11-30
10621,Instagram,2556.49,178,2024-01-27
10622,Email,4111.17,442,2024-02-14
10623,Instagram,835.77,314,2023-05-16
10624,Instagram,3850.88,14,2024-09-18
10625,Instagram,3479.93,305,2024-05-09
10626,Email,3377.05,20,2024-02-28
10627,Google,3356.83,484,2023-06-09
10628,Google,3894.67,191,2024-01-28
10629,Facebook,403.92,152,2024-04-14
10630,Email,2110.83,54,2023-12-03
10631,TikTok,824.12,375,2024-06-08
10632,Instagram,3214.56,410,2024-01-18
10633,Email,2368.58,47,2024-01-19
10634,Google,2641.38,194,2023-12-13
10635,Instagram,273.51,423,2024-02-08
10636,Instagram,2030.18,324,2023-10-14
10637,Instagram,998.54,285,2024-03-26
10638,Facebook,585.86,349,2024-07-22
10639,Email,998.56,97,2024-11-27
10640,Facebook,4476.85,413,2024-06-30
10641,Facebook,3056.8,366,2023-08-08
10642,TikTok,3512.65,19,2023-05-15
10643,TikTok,4888.26,450,2023-07-05
10644,Facebook,3103.44,231,2023-08-17
10645,Instagram,1383.04,147,2023-04-29
10646,TikTok,1354.72,349,2023-05-20
10647,Facebook,2675.25,399,2024-05-20
10648,Instagram,1841.23,392,2024-11-24
10649,Google,4601.0,114,2024-03-13
10650,Google,2327.18,48,2023-08-21
10651,Google,3992.63,9,2023-11-09
10652,Instagram,3950.87,458,2024-07-06
10653,Google,3144.46,480,2023-12-27
10654,Email,3911.83,140,2024-01-21
10655,Email,4126.67,2,2023-02-02
10656,Facebook,1729.83,214,2024-01-16
10657,Facebook,2422.97,223,2023-12-11
10658,Facebook,4737.5,436,2024-02-18
10659,Email,1342.17,45,2024-09-06
10660,Instagram,4042.04,231,2023-04-18
10661,Instagram,274.46,313,2023-10-28
10662,Facebook,4627.4,42,2024-04-25
10663,Instagram,4240.14,393,2023-01-09
10664,Google,854.96,45,2023-01-16
10665,Email,2306.71,72,2023-07-20
10666,Email,3092.26,108,2023-12-23
10667,Email,2325.23,8,2023-05-14
10668,Instagram,378.79,23,2023-05-01
10669,Email,1918.82,248,2023-10-06
10670,Instagram,4940.1,310,2023-12-15
10671,Facebook,2626.94,38,2024-06-27
10672,Google,885.25,341,2024-10-08
10673,TikTok,4532.3,55,2023-10-17
10674,Email,3796.67,73,2024-09-08
10675,TikTok,4109.37,46,2023-07-07
10676,TikTok,2955.55,356,2024-07-16
10677,TikTok,2414.15,83,2023-01-23
10678,Email,1042.34,128,2024-01-11
10679,TikTok,2879.87,430,2024-03-02
10680,TikTok,2219.87,23,2023-03-17
10681,Email,590.46,457,2024-11-24
10682,TikTok,4234.29,221,2023-11-25
10683,TikTok,764.05,183,2023-05-12
10684,Facebook,4924.41,146,2023-03-04
10685,Facebook,1991.35,218,2023-07-11
10686,Facebook,4186.42,36,2024-01-01
10687,TikTok,1051.76,473,2024-06-09
10688,Facebook,3536.02,436,2024-09-29
10689,TikTok,1822.62,330,2023-11-28
10690,Google,2488.79,213,2023-02-23
10691,Instagram,2141.96,162,2024-07-24
10692,Facebook,3806.92,324,2023-12-24
10693,Google,2026.95,123,2023-10-26
10694,Instagram,2997.13,390,2024-07-24
10695,Facebook,4501.24,75,2024-02-01
10696,Email,4530.04,43,2023-10-11
10697,Instagram,4155.51,17,2023-05-11
10698,Instagram,4609.66,63,2023-06-18
10699,TikTok,2829.92,91,2024-10-24
10700,TikTok,3561.97,401,2024-10-11
10701,Facebook,2318.19,364,2024-06-24
10702,Facebook,310.99,412,2024-09-08
10703,Facebook,1665.45,178,2023-01-21
10704,Email,807.77,484,2024-10-03
10705,Instagram,4135.72,119,2023-05-31
10706,Facebook,939.05,10,2023-01-22
10707,TikTok,3055.16,327,2024-08-23
10708,Instagram,602.83,61,2023-09-08
10709,Facebook,891.95,391,2023-12-15
10710,TikTok,2826.65,434,2023-10-12
10711,Google,2444.99,311,2024-10-05
10712,Google,752.08,3,2024-06-19
10713,Google,4665.33,138,2024-11-07
10714,Instagram,1912.41,268,2023-05-06
10715,Email,1142.93,456,2024-01-08
10716,Email,905.77,350,2024-04-10
10717,Email,4474.27,313,2024-06-23
10718,Facebook,3857.7,112,2024-02-23
10719,TikTok,3959.06,330,2023-10-10
10720,Instagram,3669.95,394,2024-02-07
10721,Facebook,1989.05,117,2023-04-03
10722,Instagram,1287.92,244,2024-03-27
10723,Instagram,4217.9,294,2023-09-25
10724,Facebook,1712.24,203,2023-08-23
10725,Email,182.49,236,2024-09-16
10726,Email,1431.25,86,2023-01-03
10727,Google,4575.76,442,2024-09-10
10728,TikTok,4304.48,245,2023-10-02
10729,TikTok,4226.63,353,2023-07-08
10730,Email,1880.62,146,2023-09-17
10731,Email,2209.28,83,2024-08-06
10732,Facebook,1663.31,41,2023-06-18
10733,Email,2771.27,200,2024-07-01
10734,Google,2130.05,359,2023-05-30
10735,Facebook,4671.32,268,2024-09-13
10736,Google,3048.64,36,2023-11-11
10737,TikTok,128.46,478,2023-02-16
10738,Instagram,2119.77,143,2024-05-21
10739,Google,467.0,170,2023-11-04
